trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4689,False,"{'a': 0.001, 'e': 0.009195877437275487}",20,16,8.226902347383538,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4690,False,"{'a': 0.001, 'e': 0.009186686156244664}",20,14,11.839599810270647,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4691,False,"{'a': 0.001, 'e': 0.00917750406190077}",25,10,29.934458165507742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4692,False,"{'a': 0.001, 'e': 0.009168331145061697}",25,17,16.42314965205748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4693,False,"{'a': 0.001, 'e': 0.009159167396554532}",30,15,28.303290336016374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4694,False,"{'a': 0.001, 'e': 0.009150012807215533}",20,3,24.99771950311492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4695,False,"{'a': 0.001, 'e': 0.009140867367890097}",30,21,15.105208864518323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4696,False,"{'a': 0.001, 'e': 0.009131731069432799}",25,0,38.03554540785617,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4697,False,"{'a': 0.001, 'e': 0.009122603902707324}",20,16,8.463850561206542,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4698,False,"{'a': 0.001, 'e': 0.00911348585858651}",30,10,32.99518776846765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4699,False,"{'a': 0.001, 'e': 0.009104376927952323}",30,10,35.37318404393987,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4700,False,"{'a': 0.001, 'e': 0.009095277101695816}",20,14,13.69387883136687,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4701,False,"{'a': 0.001, 'e': 0.009086186370717167}",20,12,15.279506990520439,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4702,False,"{'a': 0.001, 'e': 0.009077104725925654}",25,16,14.278230537302008,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4703,False,"{'a': 0.001, 'e': 0.009068032158239616}",25,7,33.214330342005965,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4704,False,"{'a': 0.001, 'e': 0.0090589686585865}",20,14,10.899960254195225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4705,False,"{'a': 0.001, 'e': 0.009049914217902789}",20,11,16.81291820962125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4706,False,"{'a': 0.001, 'e': 0.00904086882713405}",30,18,19.383743460647967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4707,False,"{'a': 0.001, 'e': 0.0090318324772349}",25,11,26.29819768145831,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4708,False,"{'a': 0.001, 'e': 0.009022805159168971}",20,0,25.900793110843704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4709,False,"{'a': 0.001, 'e': 0.009013786863908954}",20,10,17.764292508615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4710,False,"{'a': 0.001, 'e': 0.00900477758243656}",25,12,22.9907991206357,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4711,False,"{'a': 0.001, 'e': 0.00899577730574249}",20,8,18.752078572346864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4712,False,"{'a': 0.001, 'e': 0.008986786024826483}",25,9,20.32127180279857,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
4713,False,"{'a': 0.001, 'e': 0.008977803730697244}",35,25,17.390320533845244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4714,False,"{'a': 0.001, 'e': 0.008968830414372481}",25,9,28.493912989707905,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4715,False,"{'a': 0.001, 'e': 0.00895986606687889}",20,14,12.887992016516014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4716,False,"{'a': 0.001, 'e': 0.008950910679252104}",30,18,24.481931216685886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4717,False,"{'a': 0.001, 'e': 0.008941964242536743}",35,9,27.21933741779187,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
4718,False,"{'a': 0.001, 'e': 0.008933026747786376}",30,20,17.764542471101315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4719,False,"{'a': 0.001, 'e': 0.008924098186063496}",30,11,35.681146112487625,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4720,False,"{'a': 0.001, 'e': 0.008915178548439553}",25,13,19.704958082167593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4721,False,"{'a': 0.001, 'e': 0.008906267825994893}",20,11,18.126789961181483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4722,False,"{'a': 0.001, 'e': 0.0088973660098188}",20,16,6.998013726805027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4723,False,"{'a': 0.001, 'e': 0.008888473091009468}",20,0,16.20031714429454,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
4724,False,"{'a': 0.001, 'e': 0.00887958906067396}",30,18,22.715139948727654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4725,False,"{'a': 0.001, 'e': 0.008870713909928251}",20,0,38.057549513782384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4726,False,"{'a': 0.001, 'e': 0.0088618476298972}",30,17,25.508743672806858,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4727,False,"{'a': 0.001, 'e': 0.008852990211714509}",20,8,18.571625403618864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4728,False,"{'a': 0.001, 'e': 0.008844141646522776}",25,17,13.594438463477376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4729,False,"{'a': 0.001, 'e': 0.008835301925473419}",20,6,27.64808230689219,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4730,False,"{'a': 0.001, 'e': 0.008826471039726723}",20,0,29.828726741599212,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4731,False,"{'a': 0.001, 'e': 0.008817648980451809}",20,12,14.65708379576158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4732,False,"{'a': 0.001, 'e': 0.008808835738826605}",25,0,39.36343543177608,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4733,False,"{'a': 0.001, 'e': 0.008800031306037872}",25,15,20.306525719363552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4734,False,"{'a': 0.001, 'e': 0.008791235673281187}",30,13,28.14568804655757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4735,False,"{'a': 0.001, 'e': 0.0087824488317609}",20,3,26.520335642596095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4736,False,"{'a': 0.001, 'e': 0.008773670772690183}",25,8,27.257062955163452,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4737,False,"{'a': 0.001, 'e': 0.008764901487290965}",20,11,19.82621547481984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4738,False,"{'a': 0.001, 'e': 0.008756140966793962}",30,22,14.443134543900118,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4739,False,"{'a': 0.001, 'e': 0.008747389202438664}",25,1,34.89706232721671,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
4740,False,"{'a': 0.001, 'e': 0.00873864618547329}",20,11,14.292432782588508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4741,False,"{'a': 0.001, 'e': 0.008729911907154837}",20,10,18.394391967897512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4742,False,"{'a': 0.001, 'e': 0.008721186358749012}",25,10,27.21108607974893,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4743,False,"{'a': 0.001, 'e': 0.008712469531530272}",25,8,32.43880060046772,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4744,False,"{'a': 0.001, 'e': 0.008703761416781796}",20,16,7.210642627908564,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4745,False,"{'a': 0.001, 'e': 0.008695062005795456}",20,0,11.317886157428527,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
4746,False,"{'a': 0.001, 'e': 0.008686371289871845}",25,4,33.390333249806424,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4747,False,"{'a': 0.001, 'e': 0.008677689260320257}",20,11,18.77585590176188,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4748,False,"{'a': 0.001, 'e': 0.008669015908458644}",25,18,14.618322775934894,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4749,False,"{'a': 0.001, 'e': 0.008660351225613669}",20,12,18.588403545582416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4750,False,"{'a': 0.001, 'e': 0.008651695203120634}",25,0,-0.8213197788712236,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
4751,False,"{'a': 0.001, 'e': 0.008643047832323524}",20,16,5.90553689428278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4752,False,"{'a': 0.001, 'e': 0.008634409104574973}",20,6,24.327887220543722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4753,False,"{'a': 0.001, 'e': 0.00862577901123624}",20,16,6.3167939454631385,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4754,False,"{'a': 0.001, 'e': 0.008617157543677235}",25,12,21.791850249717857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4755,False,"{'a': 0.001, 'e': 0.0086085446932765}",20,12,19.429929304539893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4756,False,"{'a': 0.001, 'e': 0.008599940451421168}",30,15,26.960030720307593,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4757,False,"{'a': 0.001, 'e': 0.008591344809507013}",20,12,13.406453200028835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4758,False,"{'a': 0.001, 'e': 0.008582757758938376}",25,19,10.90199867021585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4759,False,"{'a': 0.001, 'e': 0.008574179291128211}",20,0,26.184634140529543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4760,False,"{'a': 0.001, 'e': 0.00856560939749806}",30,10,40.31309168802836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4761,False,"{'a': 0.001, 'e': 0.008557048069478013}",25,14,21.244690952846476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4762,False,"{'a': 0.001, 'e': 0.008548495298506749}",20,12,16.144519641885577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4763,False,"{'a': 0.001, 'e': 0.008539951076031503}",20,14,9.534907291386507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4764,False,"{'a': 0.001, 'e': 0.008531415393508037}",30,13,30.851531106111203,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4765,False,"{'a': 0.001, 'e': 0.008522888242400684}",25,12,20.926180734427778,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4766,False,"{'a': 0.001, 'e': 0.008514369614182275}",30,20,17.69108339432489,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4767,False,"{'a': 0.001, 'e': 0.00850585950033419}",25,11,26.960187801470987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4768,False,"{'a': 0.001, 'e': 0.008497357892346322}",20,0,33.64201465487471,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4769,False,"{'a': 0.001, 'e': 0.008488864781717047}",25,10,24.12720743121491,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4770,False,"{'a': 0.001, 'e': 0.00848038015995326}",25,7,31.04532783604749,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4771,False,"{'a': 0.001, 'e': 0.008471904018570349}",25,17,16.87766464248179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4772,False,"{'a': 0.001, 'e': 0.008463436349092154}",25,0,40.2734850644153,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4773,False,"{'a': 0.001, 'e': 0.008454977143051021}",20,13,8.505388809361559,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4774,False,"{'a': 0.001, 'e': 0.008446526391987728}",20,3,14.560164108463502,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4775,False,"{'a': 0.001, 'e': 0.00843808408745153}",35,3,51.36209934515015,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
4776,False,"{'a': 0.001, 'e': 0.008429650221000132}",20,0,17.54826205903979,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
4777,False,"{'a': 0.001, 'e': 0.008421224784199648}",20,10,19.941131206448524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4778,False,"{'a': 0.001, 'e': 0.008412807768624651}",25,16,16.314877666096532,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4779,False,"{'a': 0.001, 'e': 0.008404399165858131}",20,6,28.628654326986148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4780,False,"{'a': 0.001, 'e': 0.00839599896749147}",25,11,23.713300005276075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4781,False,"{'a': 0.001, 'e': 0.008387607165124484}",20,15,11.081250215815679,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4782,False,"{'a': 0.001, 'e': 0.008379223750365355}",20,12,13.760670101993778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4783,False,"{'a': 0.001, 'e': 0.008370848714830672}",20,7,17.27057770522273,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4784,False,"{'a': 0.001, 'e': 0.008362482050145411}",30,16,28.34922460896936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4785,False,"{'a': 0.001, 'e': 0.00835412374794289}",30,20,17.171306807894698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4786,False,"{'a': 0.001, 'e': 0.008345773799864812}",30,12,30.44090654760039,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4787,False,"{'a': 0.001, 'e': 0.008337432197561237}",20,9,20.811077831673543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4788,False,"{'a': 0.001, 'e': 0.008329098932690548}",20,7,24.376190649668576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4789,False,"{'a': 0.001, 'e': 0.008320773996919491}",30,17,22.989807024332563,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4790,False,"{'a': 0.001, 'e': 0.008312457381923119}",20,12,14.748014942354441,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4791,False,"{'a': 0.001, 'e': 0.00830414907938482}",20,1,-10.572649234120137,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
4792,False,"{'a': 0.001, 'e': 0.008295849080996301}",20,12,12.512424219447258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4793,False,"{'a': 0.001, 'e': 0.008287557378457548}",20,0,32.69220812100589,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4794,False,"{'a': 0.001, 'e': 0.008279273963476861}",20,0,31.772959923990506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4795,False,"{'a': 0.001, 'e': 0.008270998827770836}",30,7,36.454712967254416,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4796,False,"{'a': 0.001, 'e': 0.008262731963064322}",20,0,20.056672329251267,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
4797,False,"{'a': 0.001, 'e': 0.008254473361090467}",25,3,27.664543756023722,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
4798,False,"{'a': 0.001, 'e': 0.008246223013590652}",20,10,20.870509719348796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4799,False,"{'a': 0.001, 'e': 0.008237980912314537}",35,4,49.17094859868629,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
4800,False,"{'a': 0.001, 'e': 0.00822974704902003}",20,3,16.55136133570955,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4801,False,"{'a': 0.001, 'e': 0.00822152141547325}",20,13,13.294076940186486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4802,False,"{'a': 0.001, 'e': 0.00821330400344857}",30,8,35.67746556463283,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4803,False,"{'a': 0.001, 'e': 0.008205094804728587}",25,3,39.39764675224157,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4804,False,"{'a': 0.001, 'e': 0.008196893811104083}",25,0,37.21427256384003,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4805,False,"{'a': 0.001, 'e': 0.008188701014374083}",20,1,32.739783825473076,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4806,False,"{'a': 0.001, 'e': 0.00818051640634577}",25,5,35.53756508067732,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4807,False,"{'a': 0.001, 'e': 0.008172339978834547}",20,9,20.48101920330881,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4808,False,"{'a': 0.001, 'e': 0.00816417172366399}",30,12,31.739663633747444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4809,False,"{'a': 0.001, 'e': 0.008156011632665829}",35,18,31.147908518900017,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4810,False,"{'a': 0.001, 'e': 0.008147859697679982}",30,21,19.19582512098124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4811,False,"{'a': 0.001, 'e': 0.008139715910554518}",25,11,22.4717894984974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4812,False,"{'a': 0.001, 'e': 0.008131580263145637}",25,17,17.127303914585912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4813,False,"{'a': 0.001, 'e': 0.008123452747317702}",20,15,9.046619115267973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4814,False,"{'a': 0.001, 'e': 0.008115333354943185}",25,6,35.92541952563766,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4815,False,"{'a': 0.001, 'e': 0.008107222077902699}",30,10,35.155731094844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4816,False,"{'a': 0.001, 'e': 0.008099118908084974}",20,10,17.86884138004917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4817,False,"{'a': 0.001, 'e': 0.008091023837386824}",25,8,33.19014631136164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4818,False,"{'a': 0.001, 'e': 0.008082936857713186}",30,19,20.02277373630496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4819,False,"{'a': 0.001, 'e': 0.008074857960977087}",20,11,14.883188159429158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4820,False,"{'a': 0.001, 'e': 0.008066787139099614}",20,2,35.98948230331675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4821,False,"{'a': 0.001, 'e': 0.00805872438400996}",20,14,11.887515966186388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4822,False,"{'a': 0.001, 'e': 0.008050669687645355}",25,19,11.236101134812278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4823,False,"{'a': 0.001, 'e': 0.008042623041951108}",30,21,16.110602087456165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4824,False,"{'a': 0.001, 'e': 0.00803458443888058}",20,13,12.125447131875934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4825,False,"{'a': 0.001, 'e': 0.008026553870395154}",20,0,29.126836523621627,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4826,False,"{'a': 0.001, 'e': 0.008018531328464267}",20,0,25.36756843688099,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4827,False,"{'a': 0.001, 'e': 0.008010516805065383}",20,14,12.310173277826314,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4828,False,"{'a': 0.001, 'e': 0.008002510292183965}",25,5,39.337882879421976,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4829,False,"{'a': 0.001, 'e': 0.007994511781813513}",20,10,21.076685058017443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4830,False,"{'a': 0.001, 'e': 0.007986521265955502}",20,5,27.625751899422156,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4831,False,"{'a': 0.001, 'e': 0.007978538736619422}",25,7,31.721101637141025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4832,False,"{'a': 0.001, 'e': 0.007970564185822752}",30,19,18.2797947683709,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4833,False,"{'a': 0.001, 'e': 0.007962597605590925}",20,7,22.044188993724948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4834,False,"{'a': 0.001, 'e': 0.007954638987957365}",20,13,13.961711257284405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4835,False,"{'a': 0.001, 'e': 0.007946688324963464}",35,9,48.820506771075586,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
4836,False,"{'a': 0.001, 'e': 0.007938745608658544}",25,3,37.62207976397818,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4837,False,"{'a': 0.001, 'e': 0.0079308108310999}",30,17,23.315359032433186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4838,False,"{'a': 0.001, 'e': 0.007922883984352742}",20,8,22.901901412772595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4839,False,"{'a': 0.001, 'e': 0.007914965060490229}",30,18,24.902728748068757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4840,False,"{'a': 0.001, 'e': 0.007907054051593441}",25,14,23.078515680897276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4841,False,"{'a': 0.001, 'e': 0.007899150949751358}",30,15,24.57139955724254,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4842,False,"{'a': 0.001, 'e': 0.007891255747060883}",20,14,13.137922653815204,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4843,False,"{'a': 0.001, 'e': 0.00788336843562682}",25,19,11.22906923084315,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4844,False,"{'a': 0.001, 'e': 0.007875489007561841}",25,14,20.499730129090597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4845,False,"{'a': 0.001, 'e': 0.007867617454986535}",20,9,18.87402654126974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4846,False,"{'a': 0.001, 'e': 0.00785975377002933}",30,9,34.673244302122704,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4847,False,"{'a': 0.001, 'e': 0.007851897944826552}",25,13,26.843789608964677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4848,False,"{'a': 0.001, 'e': 0.00784404997152238}",20,1,26.32460857114497,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4849,False,"{'a': 0.001, 'e': 0.007836209842268826}",20,0,23.544412170007632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4850,False,"{'a': 0.001, 'e': 0.007828377549225767}",25,7,26.783717916785836,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4851,False,"{'a': 0.001, 'e': 0.007820553084560916}",25,15,17.89715472431203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4852,False,"{'a': 0.001, 'e': 0.007812736440449795}",25,5,33.1432555343848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4853,False,"{'a': 0.001, 'e': 0.007804927609075774}",20,9,5.516782912320169,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4854,False,"{'a': 0.001, 'e': 0.007797126582630004}",20,12,18.309612001814447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4855,False,"{'a': 0.001, 'e': 0.007789333353311466}",20,16,9.420259149748073,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4856,False,"{'a': 0.001, 'e': 0.007781547913326937}",25,11,21.61116687397609,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4857,False,"{'a': 0.001, 'e': 0.007773770254890964}",20,7,24.053250008374214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4858,False,"{'a': 0.001, 'e': 0.007766000370225894}",25,8,33.076895085702645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4859,False,"{'a': 0.001, 'e': 0.0077582382515618475}",25,8,29.789198697647574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4860,False,"{'a': 0.001, 'e': 0.007750483891136692}",25,14,20.191595248415744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4861,False,"{'a': 0.001, 'e': 0.007742737281196081}",25,18,16.036918728759684,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4862,False,"{'a': 0.001, 'e': 0.007734998413993389}",25,13,24.889269134948297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4863,False,"{'a': 0.001, 'e': 0.007727267281789756}",25,0,19.868413603674252,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
4864,False,"{'a': 0.001, 'e': 0.007719543876854055}",30,13,27.95119485440679,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4865,False,"{'a': 0.001, 'e': 0.0077118281914628686}",30,18,18.6007792607474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4866,False,"{'a': 0.001, 'e': 0.0077041202179005215}",20,6,26.68996187994593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4867,False,"{'a': 0.001, 'e': 0.007696419948459029}",35,16,27.519454391497916,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4868,False,"{'a': 0.001, 'e': 0.007688727375438125}",25,11,23.493600699673973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4869,False,"{'a': 0.001, 'e': 0.007681042491145245}",25,12,21.1082466179658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4870,False,"{'a': 0.001, 'e': 0.007673365287895489}",25,0,39.41097840598763,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4871,False,"{'a': 0.001, 'e': 0.0076656957580116605}",25,7,32.18217520089928,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
